institute,institute_short,program,program_core,quota,seat_type,gender,opening_rank,closing_rank,degree,duration_years,degree_type,is_dual
Indian Institute of Technology Kanpur,IIT Kanpur,"Economics (4 Years, Bachelor of Science)",Economics,AI,OPEN,Female-only,3719,5472,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,798,1146,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,2222,4142,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",Materials Science and Engineering,AI,OPEN,Gender-Neutral,4862,6337,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",Materials Science and Engineering,AI,OPEN,Female-only,9394,13556,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",Mathematics and Scientific Computing,AI,OPEN,Gender-Neutral,593,1179,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",Mathematics and Scientific Computing,AI,OPEN,Female-only,3219,4094,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,1589,2771,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,5199,7379,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Physics (4 Years, Bachelor of Science)",Physics,AI,OPEN,Gender-Neutral,3255,5691,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Physics (4 Years, Bachelor of Science)",Physics,AI,OPEN,Female-only,15543,17413,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",Statistics and Data Science,AI,OPEN,Gender-Neutral,878,1270,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Kanpur,IIT Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",Statistics and Data Science,AI,OPEN,Female-only,2677,3966,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Madras,IIT Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",Aerospace Engineering,AI,OPEN,Gender-Neutral,662,3211,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",Aerospace Engineering,AI,OPEN,Female-only,4535,5512,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Aerospace Engineering,AI,OPEN,Gender-Neutral,2304,2808,"5 Years, Bachelor and Master of Technology (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Madras,IIT Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Aerospace Engineering,AI,OPEN,Female-only,16,16,"5 Years, Bachelor and Master of Technology (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Madras,IIT Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Analytics,AI,OPEN,Gender-Neutral,102,306,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Analytics,AI,OPEN,Female-only,778,1140,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Biological Engineering (4 Years, Bachelor of Technology)",Biological Engineering,AI,OPEN,Gender-Neutral,4097,5261,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Biological Engineering (4 Years, Bachelor of Technology)",Biological Engineering,AI,OPEN,Female-only,7509,8978,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Biological Science (4 Years, Bachelor of Science)",Biological Science,AI,OPEN,Gender-Neutral,3268,10290,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Madras,IIT Madras,"Biological Science (4 Years, Bachelor of Science)",Biological Science,AI,OPEN,Female-only,8718,15727,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Madras,IIT Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,2634,4116,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,3252,7546,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,4356,6112,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,8877,11902,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",Computational Engineering and Mechanics,AI,OPEN,Gender-Neutral,597,1309,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",Computational Engineering and Mechanics,AI,OPEN,Female-only,4035,4564,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,79,171,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,389,866,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,205,849,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,958,2848,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",Engineering Design,AI,OPEN,Gender-Neutral,816,3380,"5 Years, Bachelor and Master of Technology (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Madras,IIT Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",Engineering Design,AI,OPEN,Female-only,4903,7751,"5 Years, Bachelor and Master of Technology (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Madras,IIT Madras,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Gender-Neutral,872,1441,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Engineering Physics (4 Years, Bachelor of Technology)",Engineering Physics,AI,OPEN,Female-only,2907,4367,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",Instrumentation and Biomedical Engineering,AI,OPEN,Gender-Neutral,2733,4366,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",Instrumentation and Biomedical Engineering,AI,OPEN,Female-only,5888,7756,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,868,2468,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,5027,6369,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,4369,5499,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Metallurgical and Materials Engineering,AI,OPEN,Female-only,9357,11404,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",Naval Architecture and Ocean Engineering,AI,OPEN,Gender-Neutral,4908,7433,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",Naval Architecture and Ocean Engineering,AI,OPEN,Female-only,12655,14878,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Madras,IIT Madras,"Physics (4 Years, Bachelor of Science)",Physics,AI,OPEN,Gender-Neutral,1642,3804,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Madras,IIT Madras,"Physics (4 Years, Bachelor of Science)",Physics,AI,OPEN,Female-only,14665,15596,"4 Years, Bachelor of Science",4,B.S.,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",Artificial Intelligence,AI,OPEN,Gender-Neutral,1822,2236,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",Artificial Intelligence,AI,OPEN,Female-only,4941,5962,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,6852,9276,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,13566,16100,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Gender-Neutral,9310,10796,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",Civil Engineering,AI,OPEN,Female-only,15658,17377,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Gender-Neutral,905,2020,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Computer Science and Engineering,AI,OPEN,Female-only,3718,4811,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Gender-Neutral,2282,3931,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",Electrical Engineering,AI,OPEN,Female-only,8345,9923,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",Integrated Circuit Design & Technology,AI,OPEN,Gender-Neutral,2295,4652,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",Integrated Circuit Design & Technology,AI,OPEN,Female-only,6639,6999,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",Materials Engineering,AI,OPEN,Gender-Neutral,7239,11066,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",Materials Engineering,AI,OPEN,Female-only,17494,19655,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Gender-Neutral,4409,6904,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Gandhinagar,IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",Mechanical Engineering,AI,OPEN,Female-only,12719,14147,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Science,AI,OPEN,Gender-Neutral,3490,4312,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",Artificial Intelligence and Data Science,AI,OPEN,Female-only,9306,9951,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech in CE. - M. Tech. in Geotechnical Engineering,AI,OPEN,Gender-Neutral,16406,16815,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech in CE. - M. Tech. in Geotechnical Engineering,AI,OPEN,Female-only,22945,22945,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech in CE. - M. Tech. in Structural Engineering,AI,OPEN,Gender-Neutral,14157,15381,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech in CE. - M. Tech. in Structural Engineering,AI,OPEN,Female-only,22524,22524,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (CSE) and M.Tech in CSE,AI,OPEN,Gender-Neutral,3514,4323,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (CSE) and M.Tech in CSE,AI,OPEN,Female-only,10148,10148,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (ECE) -M. Tech. in VLSI,AI,OPEN,Gender-Neutral,6383,7742,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (ECE) -M. Tech. in VLSI,AI,OPEN,Female-only,13773,13773,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (EEE)-M. Tech. in (Power &. Control),AI,OPEN,Gender-Neutral,7854,8283,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (EEE)-M. Tech. in (Power &. Control),AI,OPEN,Female-only,17829,17829,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),AI,OPEN,Gender-Neutral,5073,5266,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),AI,OPEN,Female-only,12215,12215,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (ME) - M. Tech. in Mechatronics,AI,OPEN,Gender-Neutral,7903,10153,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",B. Tech. (ME) - M. Tech. in Mechatronics,AI,OPEN,Female-only,19865,19865,"5 Years, B.Tech. + M.Tech./MS (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,4406,4679,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,14749,15010,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,15042,16163,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),AI,OPEN,Female-only,25549,25549,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,13577,15570,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,4297,4297,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya),AI,OPEN,Female-only,10748,10748,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,6111,8351,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya),AI,OPEN,Female-only,16806,16806,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,7880,8739,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya),AI,OPEN,Female-only,19678,19678,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,12992,12995,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,5020,5192,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Mechanical Engineering) - MBA (IIM Mumbai),AI,OPEN,Gender-Neutral,9062,9708,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Mechanical Engineering) - MBA (IIM Mumbai),AI,OPEN,Female-only,16780,17194,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,15577,16042,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),AI,OPEN,Female-only,26073,26073,"5 Years, Bachelor of Technology and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,AI,OPEN,Gender-Neutral,6305,7786,"5 Years, Bachelor and Master of Technology (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,AI,OPEN,Female-only,14622,14622,"5 Years, Bachelor and Master of Technology (Dual Degree)",5,Dual Degree (B.Tech-M.Tech),yes
Indian Institute of Technology Patna,IIT Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",BS in Economics with MBA (IIM Bodh Gaya),AI,OPEN,Gender-Neutral,10729,13325,"5 Years, Bachelor of Science and MBA (Dual Degree)",5,B.Tech + MBA,yes
Indian Institute of Technology Patna,IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Gender-Neutral,11304,13715,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",Chemical Engineering,AI,OPEN,Female-only,20437,22069,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",Chemical Science and Technology,AI,OPEN,Gender-Neutral,13449,15406,"4 Years, Bachelor of Technology",4,B.Tech,no
Indian Institute of Technology Patna,IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",Chemical Science and Technology,AI,OPEN,Female-only,22540,23357,"4 Years, Bachelor of Technology",4,B.Tech,no
